Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-12-01,7.440000057220459,7.440999984741211,7.439300060272217,7.439799785614014,0,0,0
2003-12-02,7.440800189971924,7.44189977645874,7.4380998611450195,7.441500186920166,0,0,0
2003-12-03,7.441199779510498,7.44350004196167,7.438600063323975,7.441199779510498,0,0,0
2003-12-04,7.4421000480651855,7.443399906158447,7.439199924468994,7.440400123596191,0,0,0
2003-12-05,7.442399978637695,7.443900108337402,7.438499927520752,7.440499782562256,0,0,0
2003-12-08,7.441299915313721,7.444200038909912,7.439599990844727,7.442200183868408,0,0,0
2003-12-09,7.442699909210205,7.444799900054932,7.440499782562256,7.442500114440918,0,0,0
2003-12-10,7.44320011138916,7.443900108337402,7.4390997886657715,7.440000057220459,0,0,0
2003-12-11,7.440499782562256,7.441800117492676,7.434800148010254,7.439000129699707,0,0,0
2003-12-12,7.4394001960754395,7.440800189971924,7.423900127410889,7.440199851989746,0,0,0
2003-12-15,7.439300060272217,7.440700054168701,7.4359002113342285,7.439700126647949,0,0,0
2003-12-16,7.439700126647949,7.44379997253418,7.437900066375732,7.4415998458862305,0,0,0
2003-12-17,7.441299915313721,7.4440999031066895,7.440199851989746,7.441999912261963,0,0,0
2003-12-18,7.442399978637695,7.444300174713135,7.440400123596191,7.443999767303467,0,0,0
2003-12-19,7.443999767303467,7.444200038909912,7.4405999183654785,7.441500186920166,0,0,0
2003-12-22,7.442599773406982,7.444300174713135,7.437099933624268,7.440299987792969,0,0,0
2003-12-23,7.440899848937988,7.448599815368652,7.439499855041504,7.442500114440918,0,0,0
2003-12-24,7.442500114440918,7.444300174713135,7.440100193023682,7.441299915313721,0,0,0
2003-12-25,7.4421000480651855,7.443699836730957,7.440100193023682,7.442399978637695,0,0,0
2003-12-26,7.443399906158447,7.444900035858154,7.440299987792969,7.441500186920166,0,0,0
2003-12-29,7.4421000480651855,7.445499897003174,7.439899921417236,7.443600177764893,0,0,0
2003-12-30,7.444300174713135,7.445899963378906,7.442299842834473,7.444399833679199,0,0,0
2003-12-31,7.44379997253418,7.447700023651123,7.441500186920166,7.446000099182129,0,0,0
2004-01-01,7.444799900054932,7.4517998695373535,7.442999839782715,7.446199893951416,0,0,0
2004-01-02,7.446199893951416,7.447700023651123,7.44320011138916,7.445400238037109,0,0,0
2004-01-05,7.445099830627441,7.44950008392334,7.4390997886657715,7.448200225830078,0,0,0
2004-01-06,7.44789981842041,7.44980001449585,7.445899963378906,7.4471001625061035,0,0,0
2004-01-07,7.447199821472168,7.451099872589111,7.445499897003174,7.44920015335083,0,0,0
2004-01-08,7.448200225830078,7.449999809265137,7.445400238037109,7.447500228881836,0,0,0
2004-01-09,7.448400020599365,7.449699878692627,7.445499897003174,7.447500228881836,0,0,0
2004-01-12,7.447999954223633,7.44920015335083,7.445899963378906,7.448800086975098,0,0,0
2004-01-13,7.447700023651123,7.4496002197265625,7.446100234985352,7.448200225830078,0,0,0
2004-01-14,7.4481000900268555,7.450900077819824,7.441500186920166,7.448299884796143,0,0,0
2004-01-15,7.448599815368652,7.450099945068359,7.446000099182129,7.447199821472168,0,0,0
2004-01-16,7.447500228881836,7.450500011444092,7.443399906158447,7.447500228881836,0,0,0
2004-01-19,7.44789981842041,7.449999809265137,7.446199893951416,7.448599815368652,0,0,0
2004-01-20,7.44890022277832,7.44950008392334,7.445799827575684,7.447700023651123,0,0,0
2004-01-21,7.447500228881836,7.450300216674805,7.445700168609619,7.44789981842041,0,0,0
2004-01-22,7.448200225830078,7.451200008392334,7.446599960327148,7.449100017547607,0,0,0
2004-01-23,7.449100017547607,7.451399803161621,7.446499824523926,7.447500228881836,0,0,0
2004-01-26,7.448800086975098,7.450900077819824,7.446199893951416,7.44890022277832,0,0,0
2004-01-27,7.44920015335083,7.450500011444092,7.446800231933594,7.448500156402588,0,0,0
2004-01-28,7.449399948120117,7.451700210571289,7.446700096130371,7.449399948120117,0,0,0
2004-01-29,7.4496002197265625,7.452700138092041,7.447199821472168,7.4496002197265625,0,0,0
2004-01-30,7.4492998123168945,7.452300071716309,7.446800231933594,7.449399948120117,0,0,0
2004-02-02,7.450099945068359,7.452400207519531,7.447700023651123,7.450900077819824,0,0,0
2004-02-03,7.451600074768066,7.454800128936768,7.447999954223633,7.452000141143799,0,0,0
2004-02-04,7.4517998695373535,7.454800128936768,7.447999954223633,7.451600074768066,0,0,0
2004-02-05,7.451600074768066,7.452600002288818,7.448500156402588,7.450799942016602,0,0,0
2004-02-06,7.450799942016602,7.452899932861328,7.446000099182129,7.44920015335083,0,0,0
2004-02-09,7.449399948120117,7.4558000564575195,7.4471001625061035,7.450399875640869,0,0,0
2004-02-10,7.450300216674805,7.452400207519531,7.448500156402588,7.44980001449585,0,0,0
2004-02-11,7.450699806213379,7.453199863433838,7.448500156402588,7.451399803161621,0,0,0
2004-02-12,7.451600074768066,7.453000068664551,7.449999809265137,7.450799942016602,0,0,0
2004-02-13,7.450200080871582,7.452400207519531,7.447800159454346,7.449999809265137,0,0,0
2004-02-16,7.450900077819824,7.452000141143799,7.4496002197265625,7.450500011444092,0,0,0
2004-02-17,7.451099872589111,7.452499866485596,7.448200225830078,7.451200008392334,0,0,0
2004-02-18,7.451300144195557,7.454500198364258,7.44980001449585,7.451499938964844,0,0,0
2004-02-19,7.451000213623047,7.452899932861328,7.44950008392334,7.451300144195557,0,0,0
2004-02-20,7.451900005340576,7.45389986038208,7.449100017547607,7.449999809265137,0,0,0
2004-02-23,7.451300144195557,7.4604997634887695,7.448500156402588,7.451200008392334,0,0,0
2004-02-24,7.450900077819824,7.452700138092041,7.448800086975098,7.451000213623047,0,0,0
2004-02-25,7.450699806213379,7.453199863433838,7.448800086975098,7.450900077819824,0,0,0
2004-02-26,7.450900077819824,7.45359992980957,7.449100017547607,7.452400207519531,0,0,0
2004-02-27,7.452099800109863,7.453499794006348,7.449100017547607,7.451700210571289,0,0,0
2004-03-01,7.452400207519531,7.45389986038208,7.448999881744385,7.4517998695373535,0,0,0
2004-03-02,7.453000068664551,7.454699993133545,7.449999809265137,7.452199935913086,0,0,0
2004-03-03,7.452000141143799,7.454100131988525,7.448200225830078,7.451900005340576,0,0,0
