Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-08-25,30.66158067962319,30.985400588737605,30.17585390412709,30.317523956298828,185700,0.0,0.0
2010-08-26,30.560380912844163,30.560380912844163,30.35799428428228,30.499664306640625,252820,0.0,0.0
2010-08-27,30.600863373401232,30.600863373401232,30.357999991107462,30.560386657714844,272740,0.0,0.0
2010-08-30,30.560388223458837,30.560388223458837,30.277048110961914,30.277048110961914,204480,0.0,0.0
2010-08-31,30.35800066281322,30.41871728177395,30.11513727514582,30.256807327270508,68940,0.0,0.0
2010-09-01,30.540141014718024,30.560380912844163,30.37823418240842,30.499664306640625,99380,0.0,0.0
2010-09-02,30.5603923798456,30.681825637817383,30.479438933315095,30.681825637817383,179260,0.0,0.0
2010-09-03,30.803256990815186,30.803256990815186,30.681826816355105,30.74254035949707,83320,0.0,0.0
2010-09-07,30.70205098097275,30.70205098097275,30.519904250265466,30.621097564697266,90960,0.0,0.0
2010-09-08,30.76278395401049,30.76278395401049,30.60087394714355,30.600873947143555,82540,0.0,0.0
2010-09-09,30.84372501842753,30.84372501842753,30.681818164801363,30.702054977416992,165900,0.0,0.0
2010-09-10,30.863969638478284,30.88420954236398,30.681822856210026,30.722299575805664,102440,0.0,0.0
2010-09-13,30.78302016792567,30.86397361755371,30.762780261430585,30.86397361755371,114340,0.0,0.0
2010-09-14,30.92467964956456,30.944916460947418,30.762769717626245,30.823486328125,98740,0.0,0.0
2010-09-15,30.88421352863139,30.88421352863139,30.661586909857014,30.74254035949707,129900,0.0,0.0
2010-09-16,30.823496897313273,30.823496897313273,30.661586909857014,30.74254035949707,134020,0.0,0.0
2010-09-17,30.823490131785213,30.823490131785213,30.661580179866995,30.762773513793945,127400,0.0,0.0
2010-09-20,30.884206771850586,30.94492030170977,30.762773535781257,30.884206771850586,97260,0.0,0.0
2010-09-21,30.944921493530273,30.985401299229416,30.863968058483177,30.944921493530273,101880,0.0,0.0
2010-09-22,30.944931892565048,31.066365174118904,30.924695071090493,31.025888442993164,107500,0.0,0.0
2010-09-23,30.863966869780537,31.005636919744436,30.82349015381592,30.884206771850586,110000,0.0,0.0
2010-09-24,31.14730032957478,31.167540227329987,30.9246768951416,30.9246768951416,195520,0.0,0.0
2010-09-27,31.066352831864975,31.066352831864975,30.94491959855495,31.00563621520996,78660,0.0,0.0
2010-09-28,31.046118660938035,31.12707519414664,30.904448588042946,31.06635856628418,84780,0.0,0.0
2010-09-29,31.086594671634554,31.208024824339994,31.046114865890477,31.187788009643555,120000,0.0,0.0
2010-09-30,31.3294639615796,31.3294639615796,31.12707724747143,31.268747329711914,256800,0.0,0.0
2010-10-01,31.390170184597814,31.45088370815697,31.268736961129193,31.430646896362305,112740,0.0,0.0
2010-10-04,31.531848026498285,31.531848026498285,31.309221424413092,31.450891494750977,131620,0.0,0.0
2010-10-05,31.633042258850146,31.633042258850146,31.471132279007833,31.531848907470703,149540,0.0,0.0
2010-10-06,31.552074454626112,31.633030959718084,31.511597746167574,31.612791061401367,100700,0.0,0.0
2010-10-07,31.713995858177142,31.85566593315884,31.531849060082962,31.794952392578125,158200,0.0,0.0
2010-10-08,31.85565462622604,31.875894524686288,31.713984601529084,31.81517791748047,89600,0.0,0.0
2010-10-11,31.93661689758301,31.97709361363606,31.815183661248376,31.936616897583008,82600,0.0,0.0
2010-10-12,31.916377150327705,31.97709376878962,31.7747070993669,31.95685386657715,108520,0.0,0.0
2010-10-13,32.19971461793076,32.19971461793076,32.01756479491646,32.07828140258789,161200,0.0,0.0
2010-10-14,32.07828416100031,32.0985240613562,31.896137410498152,31.97709083557129,156520,0.0,0.0
2010-10-15,32.078287103500976,32.078287103500976,31.835423717828817,31.95685386657715,78820,0.0,0.0
2010-10-18,31.97709376878962,31.97709376878962,31.87590043407826,31.95685386657715,102080,0.0,0.0
2010-10-19,31.774701208734903,31.936611131892104,31.754461310274653,31.81517791748047,73640,0.0,0.0
2010-10-20,31.93661412303472,31.99733073592718,31.875897510142263,31.97709083557129,50280,0.0,0.0
2010-10-21,32.017570485039066,32.139003721962894,31.87590043407826,31.95685386657715,75800,0.0,0.0
2010-10-22,31.997333671002092,32.03781038725153,31.916377150327705,31.95685386657715,65760,0.0,0.0
2010-10-25,32.07828416100031,32.159237586073445,31.93661412303472,31.97709083557129,58440,0.0,0.0
2010-10-26,31.936618095576822,32.078288151164514,31.936618095576822,32.058048248291016,156720,0.0,0.0
2010-10-27,32.05804150397243,32.15923482069984,31.936611376804514,32.07828140258789,100740,0.0,0.0
2010-10-28,32.24019132698673,32.24019132698673,31.977088085860487,32.07828140258789,127280,0.0,0.0
2010-10-29,32.07829401993292,32.260440826416016,32.07829401993292,32.260440826416016,61240,0.0,0.0
2010-11-01,32.361632118605584,32.361632118605584,32.1997252290269,32.30091857910156,94700,0.0,0.0
2010-11-02,32.523538581567614,32.523538581567614,32.30091508836768,32.46282196044922,121660,0.0,0.0
2010-11-03,32.56401529958799,32.60449510578401,32.38186852440845,32.46282196044922,69560,0.0,0.0
2010-11-04,32.72592615959696,33.009269369881025,32.56401619488831,32.604496002197266,98160,0.0,0.0
2010-11-05,32.90871324350956,33.03204194997488,32.60038677265766,32.88815689086914,151580,1.24,0.0
2010-11-08,32.847047238443906,32.86760045457296,32.6826058271163,32.78538131713867,270300,0.0,0.0
2010-11-09,33.032047271728516,33.052603627680746,32.805943038551845,33.032047271728516,232800,0.0,0.0
2010-11-10,33.196487284152305,33.196487284152305,32.82649484812064,32.990936279296875,90760,0.0,0.0
2010-11-11,32.86760195917263,32.9498242368299,32.84704874210271,32.92926788330078,54600,0.0,0.0
2010-11-12,32.99092951787774,32.99092951787774,32.723712639039306,32.80593490600586,76600,0.0,0.0
2010-11-15,33.13481887275517,33.13481887275517,32.84704874210271,32.92926788330078,101100,0.0,0.0
2010-11-16,32.9703746218788,32.9703746218788,32.27150257234783,32.45649719238281,129720,0.0,0.0
2010-11-17,32.435941217679385,32.55926990839122,32.37427530409415,32.47705078125,74860,0.0,0.0
2010-11-18,32.723715227677886,32.723715227677886,32.53872060117184,32.579830169677734,72680,0.0,0.0
2010-11-19,32.64148368753834,32.68259324042341,32.47704233954024,32.66203689575195,106260,0.0,0.0
2010-11-22,32.785382286838754,32.785382286838754,32.579831300714375,32.703163146972656,118120,0.0,0.0
2010-11-23,32.70316591304024,32.70316591304024,32.477058554595374,32.68260955810547,124200,0.0,0.0
2010-11-24,32.908700485978024,32.908700485978024,32.64148368753834,32.66203689575195,71900,0.0,0.0
2010-11-26,32.579830169677734,32.68260565917199,32.579830169677734,32.579830169677734,28180,0.0,0.0
2010-11-29,32.7442764674152,32.7442764674152,32.477059527554815,32.60039138793945,120240,0.0,0.0
2010-11-30,32.477059527554815,32.62094460703056,32.456503172004204,32.60039138793945,182800,0.0,0.0
2010-12-01,32.908712990642954,32.908712990642954,32.53872060117184,32.579830169677734,193380,0.0,0.0
2010-12-02,32.662054181672275,32.68261053722288,32.477059527554815,32.60039138793945,248180,0.0,0.0
2010-12-03,32.62094460703056,32.62094460703056,32.55927867683824,32.60039138793945,97640,0.0,0.0
2010-12-06,32.57983503238884,32.662054181672275,32.57983503238884,32.60039138793945,112660,0.0,0.0
2010-12-07,32.826492150070315,32.826492150070315,32.57983159180902,32.620941162109375,135260,0.0,0.0
2010-12-08,32.68261083962405,32.703167195364856,32.47705982805409,32.51816940307617,161080,0.0,0.0
2010-12-09,32.6003865221602,32.62093973818363,32.559273817195276,32.579830169677734,135560,0.0,0.0
2010-12-10,32.682606793776564,32.72371636370961,32.60038765391047,32.703163146972656,405240,0.0,0.0
2010-12-13,32.867591857910156,32.888148205121645,32.76481639476915,32.867591857910156,207280,0.0,0.0
2010-12-14,32.92926878036924,32.92926878036924,32.72371778531518,32.7442741394043,195300,0.0,0.0
2010-12-15,32.76482086270293,32.82648677628818,32.35371895407951,32.47705078125,256320,0.0,0.0
2010-12-16,32.55927221366153,32.55927221366153,32.230392545352565,32.333168029785156,153760,0.0,0.0
2010-12-17,32.35372019136344,32.374276542164196,32.18928193079248,32.3126106262207,116660,0.0,0.0
2010-12-20,32.333164490646084,32.374274052627555,32.127613544280194,32.25094223022461,107280,0.0,0.0
2010-12-21,32.333164316189944,32.43593978881836,32.250942056212104,32.43593978881836,107840,0.0,0.0
2010-12-22,32.477059527554815,32.62094460703056,32.456503172004204,32.60039138793945,105620,0.0,0.0
2010-12-23,32.662050732409725,32.70316343916925,32.60038794518878,32.620941162109375,102380,0.0,0.0
2010-12-27,32.662054181672275,32.662054181672275,32.49761588310542,32.60039138793945,82280,0.0,0.0
2010-12-28,32.64149521137873,32.76482391357422,32.62093885945001,32.76482391357422,192100,0.0,0.0
2010-12-29,32.867591857910156,32.888148205121645,32.78537274198064,32.867591857910156,189540,0.0,0.0
2010-12-30,32.90871713193847,33.073155426655276,32.78538527444144,32.990936279296875,433960,0.0,0.0
2010-12-31,33.011494052235854,33.09371320312563,32.9703813403314,33.032047271728516,122400,0.0,0.0
2011-01-03,33.05260369440323,33.237598352508456,33.05260369440323,33.134822845458984,185620,0.0,0.0
2011-01-04,32.9703813403314,33.19648870996764,32.929271764886515,33.032047271728516,217940,0.0,0.0
2011-01-05,33.073155426655276,33.073155426655276,32.949826705617674,32.990936279296875,135820,0.0,0.0
2011-01-06,33.052602208045386,33.093711781724586,32.949826705617674,32.990936279296875,106640,0.0,0.0
